user_id,application_at,loan_outcome,application_year,application_month,application_day,is_weekend,age,cash_incoming_30days,avg_accuracy,max_accuracy,avg_upload_delay,max_upload_delay,longitude,latitude
63,2017-08-20 07:09:57.000000,0,2017,8,20,1,54,17193.71,556.0930000000001,2422.0,546.9,2846.0,35.186468,-0.609658
64,2017-08-07 15:44:14.000000,0,2017,8,7,0,28,2968.15,1909.2516666666666,4513.0,933.4047619047619,9426.0,37.30996,-1.282225
65,2017-11-24 16:46:55.000000,1,2017,11,24,0,36,17493.96,669.6357692307691,3600.0,1543.8307692307692,170315.0,36.789196,-1.271831
66,2018-09-06 14:59:46.000000,0,2018,9,6,0,51,3900.97,1094.385,1452.0,270.5,766.0,36.796809,-1.198399
67,2016-11-30 10:18:50.000000,0,2016,11,30,0,29,13111.52,607.7648780487805,3600.0,110.26829268292683,722.0,36.919475,-1.206777
68,2017-01-19 14:37:01.000000,0,2017,1,19,0,24,5611.99,405.9364444444444,5000.0,292.5111111111111,2963.0,36.893539,-1.301681
69,2017-01-25 08:41:00.000000,0,2017,1,25,0,37,3399.92,112.96708333333333,2100.0,119.79166666666667,595.0,36.805837,-1.301128
70,2018-10-29 17:33:06.000000,1,2018,10,29,0,45,5363.16,502.93933333333337,4900.0,86.63333333333334,916.0,36.877821,-1.291525
71,2017-02-20 16:40:03.000000,0,2017,2,20,0,34,21053.22,2225.8333333333335,2947.0,211.20833333333334,983.0,34.751903,-0.08066
72,2018-05-02 09:21:25.000000,0,2018,5,2,0,44,871.88,792.7795833333333,1511.0,-26761.0,3864.0,36.883651,-1.316612
73,2018-10-05 06:38:18.000000,1,2018,10,5,0,45,600.58,2454.327857142857,4165.0,6018.178571428572,96061.0,38.388787,-3.487501
74,2017-03-10 13:37:47.000000,0,2017,3,10,0,28,10537.07,298.8363157894737,1820.0,1032.9473684210527,9919.0,36.836267,-1.292941
75,2018-06-06 13:29:09.000000,0,2018,6,6,0,53,1277.59,275.52846153846156,1300.0,2518.0,29379.0,36.771722,-1.271519
76,2018-03-11 10:46:35.000000,0,2018,3,11,1,31,6727.97,2156.4175,4708.0,5638.636363636364,75047.0,37.003301,-0.465976
77,2018-07-05 10:05:00.000000,1,2018,7,5,0,41,7672.2,1667.4785,4812.74,91.975,2033.0,39.74875,-4.025379
78,2017-12-22 10:34:53.000000,0,2017,12,22,0,39,14818.23,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
79,2016-04-06 16:52:47.678641,1,2016,4,6,0,46,3733.72,2698.219259259259,3847.0,698.1481481481482,11873.0,36.309821,-0.529403
80,2016-03-02 20:08:09.783785,1,2016,3,2,0,44,12672.64,1035.5453896103895,5000.0,1939.2532467532467,24217.0,35.024096,0.195934
81,2018-04-13 05:42:13.000000,0,2018,4,13,0,54,1601.03,661.1429310344828,3519.0,354.9655172413793,5522.0,36.813785,-1.29271
82,2016-12-27 12:15:33.000000,0,2016,12,27,0,32,2604.4,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
83,2016-11-25 21:11:58.575495,1,2016,11,25,0,48,19399.14,1589.8,2900.0,1598.0,7031.0,39.645856,-4.115959
84,2017-07-01 08:50:53.000000,1,2017,7,1,1,38,3790.28,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
85,2017-12-28 07:33:31.000000,0,2017,12,28,0,29,9014.13,1010.3438095238096,2600.0,1568.2857142857142,21413.0,36.943098,-1.308054
86,2016-11-17 03:48:39.689915,0,2016,11,17,0,44,2871.68,724.2735714285715,1700.0,50.75,1122.0,36.727139,-1.286212
87,2016-12-28 05:48:38.000000,1,2016,12,28,0,50,16902.93,446.10764192139743,3136.0,322.96069868995636,9583.0,36.666163,-1.281586
88,2016-09-23 11:26:56.000000,0,2016,9,23,0,38,2804.89,342.0807894736842,2600.0,181.81578947368422,5982.0,36.902133,-1.25565
89,2016-08-19 16:20:48.974338,0,2016,8,19,0,25,3799.41,33.705999999999996,87.6,13.2,25.0,37.227565,-1.374666
90,2018-10-05 05:58:34.000000,1,2018,10,5,0,56,4951.13,1982.4545652173913,4624.0,123.73913043478261,430.0,34.66531,0.344752
91,2016-08-31 16:17:10.722880,1,2016,8,31,0,33,21415.4,1154.822222222222,3827.0,339.6666666666667,2661.0,36.833123,-1.289567
92,2018-06-03 04:49:57.000000,1,2018,6,3,1,33,301.5,918.9357142857142,2070.0,131.42857142857142,716.0,36.732154,-1.361411
93,2018-08-21 05:15:15.000000,0,2018,8,21,0,18,12518.92,2536.246575342466,3240.0,8.164383561643836,106.0,37.105589,-1.045775
94,2017-11-22 08:41:31.000000,1,2017,11,22,0,38,9782.63,300.58505494505494,3400.0,287.8131868131868,4138.0,36.688206,-1.215936
95,2017-07-08 10:20:06.000000,0,2017,7,8,1,21,4676.68,1864.0826086956522,4500.0,500.8478260869565,7663.0,36.64296,-1.239155
96,2016-06-24 08:33:51.894232,1,2016,6,24,0,37,15576.74,142.01749999999998,1314.0,289.5,11450.0,36.826747,-1.307318
97,2016-12-14 17:07:34.000000,1,2016,12,14,0,28,4685.2,2875.8167088607593,4752.0,318.11392405063293,3122.0,35.68142,-0.435088
98,2017-01-29 15:32:19.000000,1,2017,1,29,1,53,41657.81,2559.4166666666665,3426.0,369.25,1005.0,34.472267,-1.03765
99,2017-02-02 09:12:11.000000,0,2017,2,2,0,29,7066.41,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
100,2016-11-27 14:31:23.324919,1,2016,11,27,1,46,865.24,2723.804939271255,4400.0,147.91902834008098,3034.0,36.126087,-0.139523
101,2017-11-13 18:09:49.000000,1,2017,11,13,0,44,4276.51,2673.9860330578513,4643.0,299.297520661157,29651.0,35.280474,-0.369152
102,2018-07-07 09:24:40.000000,1,2018,7,7,1,63,2344.67,162.7536036036036,2009.0,73.55855855855856,1691.0,36.813851,-1.30028
103,2017-08-01 12:21:48.000000,1,2017,8,1,0,34,727.01,1289.5264253393666,4097.0,793.6153846153846,154166.0,34.55264,0.571509
104,2016-04-07 03:55:30.625646,1,2016,4,7,0,33,2193.3,675.9112781954886,4362.0,104.9624060150376,1783.0,36.819326,-1.261316
105,2017-05-31 19:39:27.000000,1,2017,5,31,0,53,39018.01,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
106,2018-07-12 10:46:33.000000,0,2018,7,12,0,55,3949.85,2105.6037168141593,4811.0,3202.6725663716816,189263.0,34.461106,-0.561164
107,2018-11-05 04:18:23.000000,1,2018,11,5,0,22,3130.8,24.403859649122808,253.81,4.842105263157895,67.0,36.814827,-1.308299
108,2018-08-10 05:17:05.000000,0,2018,8,10,0,28,13371.98,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
109,2017-11-16 14:11:36.000000,1,2017,11,16,0,54,29958.26,2374.7358139534886,4661.0,232.04651162790697,2063.0,35.055427,0.094476
110,2017-08-19 12:40:00.000000,1,2017,8,19,1,30,1606.18,947.4763636363637,1903.0,2079756.8181818181,45741863.0,36.904163,-0.989756
111,2017-02-17 05:10:53.000000,1,2017,2,17,0,38,819.12,2384.6535593220337,4819.0,375.5141242937853,58768.0,37.307444,-1.395055
112,2018-03-28 11:30:21.000000,0,2018,3,28,0,54,3004.56,30.56714285714286,52.4,116.57142857142857,3397.0,36.837814,-1.169824
113,2018-05-05 09:34:19.000000,0,2018,5,5,1,62,10074.35,1178.675,2881.0,145.1875,426.0,34.981592,1.016512
114,2018-05-18 06:38:18.000000,0,2018,5,18,0,18,6622.37,2135.568271604938,4400.0,718.925925925926,20269.0,35.297123,0.888727
115,2016-06-07 21:04:03.046526,1,2016,6,7,0,39,7765.33,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
116,2016-12-12 12:41:32.000000,0,2016,12,12,0,30,6020.97,1794.2367567567567,4600.0,457.1621621621622,4605.0,36.696671,-1.265874
117,2016-07-29 10:00:30.000000,1,2016,7,29,0,39,40645.07,376.6155769230769,1719.0,230.3653846153846,4157.0,36.752142,-1.259728
118,2017-04-07 07:47:01.000000,0,2017,4,7,0,28,13256.01,1636.1200000000001,3404.0,22.4,59.0,36.971126,-1.504988
119,2018-08-06 06:20:48.000000,0,2018,8,6,0,24,4205.37,112.54024691358025,1700.0,5018.814814814815,42970.0,36.893492,-1.272678
120,2018-03-26 06:18:42.000000,1,2018,3,26,0,32,3265.09,345.692,1500.0,3456.3333333333335,39430.0,36.969147,-1.273923
121,2016-08-12 12:36:01.576546,1,2016,8,12,0,26,10516.15,1051.7717021276594,3236.0,-7105.234042553191,86424.0,36.8811,-1.201145
122,2018-04-07 19:00:59.000000,0,2018,4,7,1,35,11.9,1905.6957894736843,3900.0,504.4736842105263,2193.0,36.061297,-0.300596
123,2017-10-13 05:12:59.000000,1,2017,10,13,0,47,10447.49,3532.4,4530.0,-52.4,77.0,35.697325,-0.997209
124,2017-11-19 07:58:37.000000,1,2017,11,19,1,27,19707.43,1269.412075471698,3500.0,168.75471698113208,4008.0,39.619915,-4.004391
125,2018-02-05 10:54:48.000000,0,2018,2,5,0,43,9743.82,746.7347222222222,2000.0,85.94444444444444,469.0,36.861224,-1.248135
126,2016-12-07 14:49:01.000000,0,2016,12,7,0,57,6901.6,351.5288095238095,2016.0,2795.0714285714284,35879.0,36.778004,-1.25164
127,2016-07-12 12:07:46.000000,1,2016,7,12,0,25,18799.85,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
128,2017-05-22 13:14:19.000000,0,2017,5,22,0,28,6393.73,1685.3382352941176,3700.0,933.3382352941177,18958.0,36.986916,-1.24103
129,2018-02-14 01:07:53.000000,1,2018,2,14,0,43,4055.86,1050.8259405940594,3500.0,7065.534653465346,249089.0,39.647453,-4.015641
130,2016-08-07 14:38:04.000000,1,2016,8,7,1,26,1965.24,114.53767441860465,1728.51,40.83720930232558,211.0,36.863927,-1.303511
131,2018-09-18 12:37:43.000000,1,2018,9,18,0,48,3643.93,469.3465517241379,2300.0,40.241379310344826,560.0,34.283067,0.640671
132,2017-03-28 13:48:12.000000,0,2017,3,28,0,28,4956.38,2348.4285714285716,2859.0,3.0,5.0,39.719991,-3.951288
133,2015-12-30 07:28:36.408916,1,2015,12,30,0,20,6693.44,1504.4869603524228,5000.0,484.7973568281938,38005.0,36.107728,-0.318496
134,2017-04-03 12:50:11.000000,1,2017,4,3,0,41,7087.15,1082.2995833333332,4346.0,2560.90625,58333.0,36.977726,-1.264418
135,2016-11-11 22:26:17.809428,1,2016,11,11,0,48,7252.18,743.5466341463415,4159.0,1569.429268292683,72713.0,36.886796,-1.335362
136,2018-07-11 09:44:07.000000,0,2018,7,11,0,29,4443.48,1723.6285714285714,2600.0,2343.1071428571427,38595.0,39.600118,-4.006064
137,2018-08-08 08:13:19.000000,1,2018,8,8,0,36,2030.02,1750.6085416666667,4156.0,194.08333333333334,1451.0,36.837898,-1.285727
138,2016-12-30 06:11:25.000000,1,2016,12,30,0,54,6257.26,1408.6811023622047,3000.0,783088.3070866142,99417166.0,36.931173,-1.248468
139,2016-05-14 19:13:03.599541,1,2016,5,14,1,41,2117.61,485.3968918918919,3497.0,395.27027027027026,34348.0,36.912518,-1.298031
140,2018-10-16 09:20:25.000000,1,2018,10,16,0,52,4224.69,2622.4285714285716,3218.0,9792.761904761905,168586.0,36.665239,-1.269408
141,2017-02-06 08:32:28.000000,1,2017,2,6,0,43,2765.28,278.7362790697674,3000.0,212.04651162790697,10338.0,39.65288,-4.091197
142,2018-03-20 07:50:13.000000,0,2018,3,20,0,24,5342.24,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
143,2017-08-18 08:44:50.000000,1,2017,8,18,0,44,8190.08,739.5315596330275,3516.0,13471482.119266056,1468359234.0,36.924741,-1.283961
144,2017-03-26 07:47:26.000000,0,2017,3,26,1,19,2867.1,2384.297843137255,4500.0,159.7843137254902,1150.0,34.57493,-0.754714
145,2017-05-17 17:24:48.000000,0,2017,5,17,0,21,2730.3,1119.25875,4000.0,70.08333333333333,231.0,36.696503,-1.280755
146,2017-04-30 10:34:21.000000,1,2017,4,30,1,32,10311.56,380.02169811320755,4200.0,98.26415094339623,12228.0,36.762168,-1.213542
147,2017-12-30 17:02:01.000000,1,2017,12,30,1,29,10595.09,1820.199,4430.0,927.2,44271.0,34.719923,0.793966
148,2018-08-09 06:47:58.000000,0,2018,8,9,0,45,4980.91,677.0994736842105,2800.0,148.05263157894737,458.0,36.781058,-1.223425
149,2018-03-01 13:09:18.000000,1,2018,3,1,0,51,24995.93,956.4511578947369,3386.0,133.74736842105264,2134.0,34.780282,-0.103045
150,2016-09-16 16:08:39.542030,0,2016,9,16,0,66,459.61,12.333333333333334,17.0,11.666666666666666,23.0,36.816977,-1.273734
151,2017-03-02 05:39:51.000000,1,2017,3,2,0,56,777.87,2173.3609523809523,4400.0,232.03809523809525,7033.0,36.425623,-0.724448
152,2016-12-19 11:31:20.000000,0,2016,12,19,0,24,3175.39,643.9300000000001,1900.0,568.3333333333334,1813.0,36.764745,-1.427191
153,2017-07-20 05:39:14.000000,1,2017,7,20,0,34,16337.86,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
154,2018-05-30 15:00:12.000000,0,2018,5,30,0,28,10091.46,723.3916666666667,3800.0,79.76666666666667,454.0,36.729943,-1.267527
155,2017-04-05 10:34:02.000000,0,2017,4,5,0,21,1975.73,10.516666666666667,17.7,22874.333333333332,63344.0,36.613351,-0.967004
156,2017-06-24 15:30:51.000000,1,2017,6,24,1,31,1536.07,24.991111111111113,96.0,15129.888888888889,77736.0,37.497233,-1.39723
157,2016-07-01 08:47:32.000000,0,2016,7,1,0,26,4089.18,10.932967032967033,28.0,4.021978021978022,83.0,36.928272,-1.321699
158,2016-07-02 03:12:33.483355,1,2016,7,2,1,38,6089.24,762.8,3563.0,162.4,917.0,36.869739,-1.283814
159,2016-12-14 08:01:11.000000,0,2016,12,14,0,27,3510.98,1365.110625,3400.0,1569.6875,13111.0,36.417271,-0.72788
160,2017-09-08 15:43:27.000000,1,2017,9,8,0,31,4657.38,275.13937500000003,1800.0,861.3125,10894.0,36.82247,-1.277306
161,2017-06-06 18:23:24.000000,0,2017,6,6,0,22,3388.75,2491.8275862068967,4454.0,155.3448275862069,687.0,37.263933,-1.525065
162,2016-11-19 10:20:01.642847,1,2016,11,19,1,41,15803.79,14.451586538461537,1500.0,2790.425480769231,237846.0,36.979654,-1.164451
163,2016-07-28 13:55:12.000000,1,2016,7,28,0,40,6522.16,2749.8695652173915,3779.0,19183.217391304348,95712.0,36.869969,-0.806096
164,2018-10-03 19:20:52.000000,1,2018,10,3,0,24,14570.33,2341.3262400000003,5000.0,661.896,17307.0,37.680949,0.032637
165,2017-11-07 04:34:48.000000,1,2017,11,7,0,38,4594.47,799.0152,2028.0,93.36,781.0,38.568933,-3.387007
166,2018-08-01 08:11:09.000000,0,2018,8,1,0,46,4641.84,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
167,2016-12-13 15:58:11.000000,1,2016,12,13,0,33,1340.29,936.863448275862,4164.0,41.95402298850575,440.0,36.745687,-1.262878
168,2017-02-04 13:42:36.000000,1,2017,2,4,1,58,18171.39,1508.0592105263158,5000.0,409.5131578947368,5505.0,40.053806,1.75054
169,2017-05-26 13:09:41.000000,0,2017,5,26,0,45,13123.63,24.4,56.1,43.5,222.0,36.96443,-1.119224
170,2017-02-10 16:08:14.000000,1,2017,2,10,0,33,4531.47,0.0,0.0,0.0,0.0,36.8169925,-1.2636690000000002
171,2018-06-25 14:37:05.000000,0,2018,6,25,0,27,15016.36,1311.950238095238,5000.0,1981.1904761904761,18725.0,34.759521,-0.116632
172,2018-07-08 18:52:44.000000,0,2018,7,8,1,20,123.06,770.2519318181818,2900.0,151.35227272727272,4536.0,35.283566,0.514969
173,2018-02-11 13:03:40.000000,1,2018,2,11,1,39,13443.32,678.4261046511629,4480.0,210.92441860465115,5544.0,36.574521,-0.809121
174,2017-01-13 14:06:55.000000,0,2017,1,13,0,53,7614.98,2350.0,2900.0,1479.0,5704.0,36.720733,-1.414583
175,2017-02-13 09:09:20.000000,0,2017,2,13,0,24,11861.7,1664.9499999999998,2899.0,2133.846153846154,32554.0,34.75305,-0.081045
176,2017-09-02 13:25:56.000000,1,2017,9,2,1,53,994.37,2099.951343283582,3936.0,1870.7910447761194,71748.0,34.773666,-0.670499
177,2016-10-26 10:09:54.000000,0,2016,10,26,0,34,2352.05,2247.076096096096,4783.0,103928.4114114114,34214704.0,37.093688,-0.959882
178,2016-09-19 14:10:40.475709,0,2016,9,19,0,27,1694.98,22.333333333333332,24.0,2138.0,10935.0,36.902143,-1.228673
179,2017-12-29 06:37:09.000000,1,2017,12,29,0,36,15496.45,487.5028125,1839.69,565.125,4472.0,36.779198,-1.265802
180,2017-02-23 11:34:46.000000,0,2017,2,23,0,21,1412.77,1213.3,4002.0,23.0,105.0,36.790569,-1.247555
181,2017-06-19 06:09:17.000000,0,2017,6,19,0,23,10482.87,3176.4,3816.0,627.2,1731.0,36.098335,-0.291683
182,2017-07-13 08:56:47.000000,1,2017,7,13,0,34,10707.9,65.99142857142857,250.54,681.2857142857143,2067.0,34.75375,-0.122779
183,2016-12-07 10:48:25.000000,1,2016,12,7,0,21,2154.58,1250.656090225564,5000.0,96.95488721804512,10726.0,36.825806,-1.280328
184,2018-03-24 07:36:50.000000,0,2018,3,24,1,23,16261.38,2201.5,2386.0,2489.5,4964.0,36.067991,-0.272944
185,2018-08-11 11:22:34.000000,0,2018,8,11,1,54,5284.8,823.534347826087,2612.0,-565.3913043478261,1450.0,35.951031,-0.349128
186,2018-07-23 17:48:45.000000,0,2018,7,23,0,23,11956.16,1413.3310465116278,3360.0,836.1686046511628,41180.0,37.171873,-0.735516
187,2017-06-09 07:35:18.000000,1,2017,6,9,0,18,1896.03,383.6252380952381,3200.0,2068.777777777778,30632.0,37.016376,-1.109556
188,2017-12-18 15:56:29.000000,1,2017,12,18,0,36,3917.09,772.6869565217391,2200.0,10143.08695652174,160647.0,36.792495,-1.41239
189,2017-03-08 11:33:32.000000,1,2017,3,8,0,42,9418.78,1344.4262621359223,4700.0,518.6844660194175,10269.0,35.27268,0.515253
190,2016-11-30 08:47:53.000000,0,2016,11,30,0,48,10134.98,1641.533,3267.0,-10.271428571428572,11.0,36.73849,-1.296903
191,2018-03-07 10:33:27.000000,1,2018,3,7,0,40,6628.71,747.8762921348315,2100.0,295.07865168539325,7111.0,36.767631,-1.215683
192,2017-05-09 15:20:45.000000,0,2017,5,9,0,32,6724.83,23.53125,52.4,115.375,510.0,36.779137,-1.295034
193,2016-07-14 13:41:22.000000,1,2016,7,14,0,36,8935.73,2444.1666666666665,3793.0,25.37037037037037,93.0,36.050883,-0.279647
194,2016-08-10 11:23:30.147268,1,2016,8,10,0,22,11928.68,1370.628787878788,5000.0,2279.439393939394,95856.0,36.061371,-0.280526
